[13:18:16] *** Tentative de connexion à tardis.swiftirc.net:6697 (SSL=True)...
[13:18:16] *** [DEBUG] all_raw_messages | Source:  | Target: None | Args: [':tardis.en.uk.SwiftIRC.net NOTICE * :*** Looking up your hostname...']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 005 LoggerBot_ USERIP WALLCHOPS WATCH=128 WATCHOPTS=A WHOX :are supported by this server']
[12:57:30] *** [DEBUG] featurelist | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['USERIP', 'WALLCHOPS', 'WATCH=128', 'WATCHOPTS=A', 'WHOX', 'are supported by this server']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 396 LoggerBot_ Swift-3B2F49EE.w90-14.abo.wanadoo.fr :is now your displayed host']
[12:57:30] *** [DEBUG] 396 | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['Swift-3B2F49EE.w90-14.abo.wanadoo.fr', 'is now your displayed host']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net NOTICE LoggerBot_ :*** You are connected to tardis.en.uk.SwiftIRC.net with TLSv1.3-TLS_CHACHA20_POLY1305_SHA256']
[12:57:30] *** [DEBUG] privnotice | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['*** You are connected to tardis.en.uk.SwiftIRC.net with TLSv1.3-TLS_CHACHA20_POLY1305_SHA256']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 251 LoggerBot_ :There are 5 users and 319 invisible on 4 servers']
[12:57:30] *** [DEBUG] luserclient | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['There are 5 users and 319 invisible on 4 servers']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 252 LoggerBot_ 50 :operator(s) online']
[12:57:30] *** [DEBUG] luserop | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['50', 'operator(s) online']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 254 LoggerBot_ 320 :channels formed']
[12:57:30] *** [DEBUG] luserchannels | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['320', 'channels formed']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 255 LoggerBot_ :I have 118 clients and 0 servers']
[12:57:30] *** [DEBUG] luserme | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['I have 118 clients and 0 servers']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 265 LoggerBot_ 118 227 :Current local users 118, max 227']
[12:57:30] *** [DEBUG] n_local | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['118', '227', 'Current local users 118, max 227']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 266 LoggerBot_ 324 417 :Current global users 324, max 417']
[12:57:30] *** [DEBUG] n_global | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['324', '417', 'Current global users 324, max 417']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 375 LoggerBot_ :- tardis.en.uk.SwiftIRC.net Message of the Day - ']
[12:57:30] *** [DEBUG] motdstart | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- tardis.en.uk.SwiftIRC.net Message of the Day - ']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- 14/9/2023 20:50']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- 14/9/2023 20:50']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- --------------------------------------------------------']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- --------------------------------------------------------']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    Welcome to SwiftIRC - Where Gaming and Programming Unite!']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    Welcome to SwiftIRC - Where Gaming and Programming Unite!']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- --------------------------------------------------------']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- --------------------------------------------------------']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Network Name: SwiftIRC']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Network Name: SwiftIRC']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Available Ports: 4443 (TLS Websockets), 6666-6669, 6697 (TLS), 7000, 8080']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Available Ports: 4443 (TLS Websockets), 6666-6669, 6697 (TLS), 7000, 8080']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Main Focus: Gaming, Programming, and Systems Enthusiasts']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Main Focus: Gaming, Programming, and Systems Enthusiasts']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- --------------------------------------------------------']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- --------------------------------------------------------']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Greetings, fellow chat enthusiasts! 🎮💻']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Greetings, fellow chat enthusiasts! 🎮💻']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [":tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- At SwiftIRC, we're all about the exciting worlds of gaming and programming, and we're thrilled to have you join our vibrant community."]
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ["- At SwiftIRC, we're all about the exciting worlds of gaming and programming, and we're thrilled to have you join our vibrant community."]
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [":tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Whether you're here to discuss your latest gaming adventures, share coding insights, or dive into the intricacies of systems, you've found your new online home."]
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ["- Whether you're here to discuss your latest gaming adventures, share coding insights, or dive into the intricacies of systems, you've found your new online home."]
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Here are a few things you should know:']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Here are a few things you should know:']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- 🌐 Available Ports:']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- 🌐 Available Ports:']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Standard IRC Ports: 6666-6669']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Standard IRC Ports: 6666-6669']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Secure IRC (TLS): 6697']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Secure IRC (TLS): 6697']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Websockets (TLS): 4443']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Websockets (TLS): 4443']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Additional Ports: 7000, 8080']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Additional Ports: 7000, 8080']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- 🎮 Gaming:']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- 🎮 Gaming:']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Share your favorite gaming moments.']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Share your favorite gaming moments.']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Discuss strategies, tips, and game recommendations.']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Discuss strategies, tips, and game recommendations.']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Find fellow gamers to team up with.']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Find fellow gamers to team up with.']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Gaming events and tournaments await!']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Gaming events and tournaments await!']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- 💻 Programming:']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- 💻 Programming:']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Exchange ideas and solutions with programmers.']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Exchange ideas and solutions with programmers.']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Explore coding languages, libraries, and frameworks.']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Explore coding languages, libraries, and frameworks.']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Collaborate on open-source projects.']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Collaborate on open-source projects.']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Get help with coding challenges and debugging.']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Get help with coding challenges and debugging.']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:30] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- 🔧 Systems:']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- 🔧 Systems:']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Dive into the world of systems administration.']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Dive into the world of systems administration.']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Discuss server management, networking, and security.']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Discuss server management, networking, and security.']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Learn from experienced sysadmins.']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Learn from experienced sysadmins.']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Troubleshoot and optimize your systems.']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Troubleshoot and optimize your systems.']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Remember, our community thrives on respect, inclusivity, and the joy of sharing knowledge.']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Remember, our community thrives on respect, inclusivity, and the joy of sharing knowledge.']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Please familiarize yourself with our network rules and guidelines, which can be found in our /rules command.']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Please familiarize yourself with our network rules and guidelines, which can be found in our /rules command.']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [":tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- If you have any questions or need assistance, don't hesitate to ask our friendly staff or fellow members."]
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ["- If you have any questions or need assistance, don't hesitate to ask our friendly staff or fellow members."]
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [":tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- We're here to help you make the most of your SwiftIRC experience."]
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ["- We're here to help you make the most of your SwiftIRC experience."]
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Thank you for joining SwiftIRC, where gaming, programming, and systems enthusiasts come together to chat, learn, and have fun!']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Thank you for joining SwiftIRC, where gaming, programming, and systems enthusiasts come together to chat, learn, and have fun!']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Happy chatting! 🚀🕹️💾']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Happy chatting! 🚀🕹️💾']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- --------------------------------------------------------']
[12:57:31] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- --------------------------------------------------------']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 376 LoggerBot_ :End of /MOTD command.']
[12:57:31] *** [DEBUG] endofmotd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['End of /MOTD command.']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':LoggerBot_ MODE LoggerBot_ :+ixz']
[12:57:31] *** [DEBUG] umode | Source: LoggerBot_ | Target: LoggerBot_ | Args: ['+ixz']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':LoggerBot_!~LoggerBot@Swift-3B2F49EE.w90-14.abo.wanadoo.fr JOIN :#dupefr-pre']
[12:57:31] *** [DEBUG] join | Source: LoggerBot_!~LoggerBot@Swift-3B2F49EE.w90-14.abo.wanadoo.fr | Target: #dupefr-pre | Args: []
[12:57:31] -!- LoggerBot_ joined #dupefr-pre
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 332 LoggerBot_ #dupefr-pre :\x031-=[\x037\x02 DupeFR \x02\x031]=- \x034[\x031http://www.dupefr.com\x034]\x031 - \x031CMD: \x039!pre [rlz]\x031 | \x039!nfo [rlz]\x031 | \x039!last\x031 | \x039!group [group name]\x031 | \x039!db\x031 | \x039!help\x0f\x0f ']
[12:57:31] *** [DEBUG] currenttopic | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['#dupefr-pre', '\x031-=[\x037\x02 DupeFR \x02\x031]=- \x034[\x031http://www.dupefr.com\x034]\x031 - \x031CMD: \x039!pre [rlz]\x031 | \x039!nfo [rlz]\x031 | \x039!last\x031 | \x039!group [group name]\x031 | \x039!db\x031 | \x039!help\x0f\x0f ']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 333 LoggerBot_ #dupefr-pre eshin 1598567517']
[12:57:31] *** [DEBUG] topicinfo | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['#dupefr-pre', 'eshin', '1598567517']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 353 LoggerBot_ * #dupefr-pre :LoggerBot_ +NEMESiS +GrimZam +Diabolino +Arkhon +Sh1v4 +M4sTok +magic Briight_ @Kramix +First3 @NhJ LoggerBot mimipresident +cedx +nnn slash +reaz %DupeFR +AstroBlack %x_X +Gharm +gardone +ninosasori +Galaxy2 Sensei +pinky +antics z3r0d4h3r0 +XDM44 +kissme +K0e @ddd +myNick13 +sbk opto99 +dpnico +Impala +^O^ +django +Sayori +bingobongo +Kytrez +og']
[12:57:31] *** [DEBUG] namreply | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['*', '#dupefr-pre', 'LoggerBot_ +NEMESiS +GrimZam +Diabolino +Arkhon +Sh1v4 +M4sTok +magic Briight_ @Kramix +First3 @NhJ LoggerBot mimipresident +cedx +nnn slash +reaz %DupeFR +AstroBlack %x_X +Gharm +gardone +ninosasori +Galaxy2 Sensei +pinky +antics z3r0d4h3r0 +XDM44 +kissme +K0e @ddd +myNick13 +sbk opto99 +dpnico +Impala +^O^ +django +Sayori +bingobongo +Kytrez +og']
[12:57:31] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 366 LoggerBot_ #dupefr-pre :End of /NAMES list.']
[12:57:31] *** [DEBUG] endofnames | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['#dupefr-pre', 'End of /NAMES list.']
[12:59:30] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :tardis.en.uk.SwiftIRC.net']
